#NCBI_GeneID	Ensembl_Gene	HGNC_ID	symbol	name	RefSeq_nuc	RefSeq_prot	Ensembl_nuc	Ensembl_prot	MANE_status	GRCh38_chr	chr_start	chr_end	chr_strand
GeneID:4739	ENSG00000111859.17	HGNC:7733	NEDD9	neural precursor cell expressed, developmentally down-regulated 9	NM_006403.4	NP_006394.1	ENST00000379446.10	ENSP00000368759.5	MANE Select	6	11183298	11232668	-
GeneID:4741	ENSG00000104722.14	HGNC:7734	NEFM	neurofilament medium chain	NM_005382.2	NP_005373.2	ENST00000221166.10	ENSP00000221166.5	MANE Select	8	24913761	24919093	+
GeneID:4744	ENSG00000100285.10	HGNC:7737	NEFH	neurofilament heavy chain	NM_021076.4	NP_066554.2	ENST00000310624.7	ENSP00000311997.6	MANE Select	22	29480218	29491390	+
GeneID:4745	ENSG00000165973.19	HGNC:7750	NELL1	neural EGFL like 1	NM_006157.5	NP_006148.2	ENST00000357134.10	ENSP00000349654.5	MANE Select	11	20669586	21575686	+
GeneID:4747	ENSG00000277586.4	HGNC:7739	NEFL	neurofilament light chain	NM_006158.5	NP_006149.2	ENST00000610854.2	ENSP00000482169.2	MANE Select	8	24950955	24956612	-
GeneID:4750	ENSG00000137601.18	HGNC:7744	NEK1	NIMA related kinase 1	NM_001199397.3	NP_001186326.1	ENST00000507142.6	ENSP00000424757.2	MANE Select	4	169392809	169612583	-
GeneID:4751	ENSG00000117650.13	HGNC:7745	NEK2	NIMA related kinase 2	NM_002497.4	NP_002488.1	ENST00000366999.9	ENSP00000355966.4	MANE Select	1	211662772	211675621	-
GeneID:4752	ENSG00000136098.17	HGNC:7746	NEK3	NIMA related kinase 3	NM_002498.3	NP_002489.1	ENST00000610828.5	ENSP00000480328.1	MANE Select	13	52132647	52159597	-
GeneID:4753	ENSG00000184613.11	HGNC:7751	NELL2	neural EGFL like 2	NM_001145108.2	NP_001138580.1	ENST00000429094.7	ENSP00000390680.2	MANE Select	12	44508278	44876315	-
GeneID:4756	ENSG00000067141.17	HGNC:7754	NEO1	neogenin 1	NM_002499.4	NP_002490.2	ENST00000261908.11	ENSP00000261908.6	MANE Select	15	73052463	73305205	+
GeneID:4758	ENSG00000204386.12	HGNC:7758	NEU1	neuraminidase 1	NM_000434.4	NP_000425.1	ENST00000375631.5	ENSP00000364782.4	MANE Select	6	31857659	31862821	-
GeneID:4759	ENSG00000115488.3	HGNC:7759	NEU2	neuraminidase 2	NM_005383.2	NP_005374.2	ENST00000233840.3	ENSP00000233840.3	MANE Select	2	233032672	233035057	+
GeneID:4760	ENSG00000162992.5	HGNC:7762	NEUROD1	neuronal differentiation 1	NM_002500.5	NP_002491.3	ENST00000295108.4	ENSP00000295108.3	MANE Select	2	181676467	181680517	-
GeneID:4761	ENSG00000171532.5	HGNC:7763	NEUROD2	neuronal differentiation 2	NM_006160.4	NP_006151.3	ENST00000302584.5	ENSP00000306754.4	MANE Select	17	39603768	39607920	-
GeneID:4762	ENSG00000181965.6	HGNC:7764	NEUROG1	neurogenin 1	NM_006161.3	NP_006152.2	ENST00000314744.6	ENSP00000317580.4	MANE Select	5	135534282	135535964	-
GeneID:4763	ENSG00000196712.19	HGNC:7765	NF1	neurofibromin 1	NM_001042492.3	NP_001035957.1	ENST00000358273.9	ENSP00000351015.4	MANE Select	17	31094977	31377675	+
GeneID:4771	ENSG00000186575.19	HGNC:7773	NF2	neurofibromin 2	NM_000268.4	NP_000259.1	ENST00000338641.10	ENSP00000344666.5	MANE Select	22	29603633	29698598	+
GeneID:4772	ENSG00000131196.18	HGNC:7775	NFATC1	nuclear factor of activated T cells 1	NM_001278669.2	NP_001265598.1	ENST00000427363.7	ENSP00000389377.2	MANE Select	18	79395930	79529323	+
GeneID:4773	ENSG00000101096.20	HGNC:7776	NFATC2	nuclear factor of activated T cells 2	NM_012340.5	NP_036472.2	ENST00000371564.8	ENSP00000360619.3	MANE Select	20	51386963	51542719	-
GeneID:4774	ENSG00000162599.17	HGNC:7784	NFIA	nuclear factor I A	NM_001134673.4	NP_001128145.1	ENST00000403491.8	ENSP00000384523.3	MANE Select	1	61082561	61462788	+
GeneID:4775	ENSG00000072736.19	HGNC:7777	NFATC3	nuclear factor of activated T cells 3	NM_173165.3	NP_775188.1	ENST00000346183.8	ENSP00000300659.5	MANE Select	16	68085370	68229259	+
GeneID:4776	ENSG00000100968.14	HGNC:7778	NFATC4	nuclear factor of activated T cells 4	NM_004554.5	NP_004545.2	ENST00000250373.9	ENSP00000250373.4	MANE Select	14	24368184	24379601	+
GeneID:4778	ENSG00000123405.14	HGNC:7780	NFE2	nuclear factor, erythroid 2	NM_001136023.3	NP_001129495.1	ENST00000435572.7	ENSP00000397185.2	MANE Select	12	54292111	54301015	-
GeneID:4779	ENSG00000082641.16	HGNC:7781	NFE2L1	nuclear factor, erythroid 2 like 1	NM_003204.3	NP_003195.1	ENST00000362042.8	ENSP00000354855.3	MANE Select	17	48048359	48061545	+
GeneID:4780	ENSG00000116044.16	HGNC:7782	NFE2L2	nuclear factor, erythroid 2 like 2	NM_006164.5	NP_006155.2	ENST00000397062.8	ENSP00000380252.3	MANE Select	2	177230308	177264727	-
GeneID:4781	ENSG00000147862.18	HGNC:7785	NFIB	nuclear factor I B	NM_001190737.2	NP_001177666.1	ENST00000380953.6	ENSP00000370340.1	MANE Select	9	14081848	14314141	-
GeneID:4782	ENSG00000141905.19	HGNC:7786	NFIC	nuclear factor I C	NM_001245002.2	NP_001231931.1	ENST00000443272.3	ENSP00000396843.2	MANE Select	19	3366583	3469217	+
GeneID:4783	ENSG00000165030.4	HGNC:7787	NFIL3	nuclear factor, interleukin 3 regulated	NM_005384.3	NP_005375.2	ENST00000297689.4	ENSP00000297689.2	MANE Select	9	91409045	91423832	-
GeneID:4784	ENSG00000008441.19	HGNC:7788	NFIX	nuclear factor I X	NM_001365902.3	NP_001352831.1	ENST00000592199.6	ENSP00000467512.1	MANE Select	19	12995475	13098796	+
GeneID:4790	ENSG00000109320.13	HGNC:7794	NFKB1	nuclear factor kappa B subunit 1	NM_003998.4	NP_003989.2	ENST00000226574.9	ENSP00000226574.4	MANE Select	4	102501359	102617302	+
GeneID:4791	ENSG00000077150.20	HGNC:7795	NFKB2	nuclear factor kappa B subunit 2	NM_001322934.2	NP_001309863.1	ENST00000661543.1	ENSP00000499294.1	MANE Select	10	102395705	102402524	+
GeneID:4792	ENSG00000100906.11	HGNC:7797	NFKBIA	NFKB inhibitor alpha	NM_020529.3	NP_065390.1	ENST00000216797.10	ENSP00000216797.6	MANE Select	14	35401513	35404749	-
GeneID:4793	ENSG00000104825.17	HGNC:7798	NFKBIB	NFKB inhibitor beta	NM_002503.5	NP_002494.2	ENST00000313582.6	ENSP00000312988.5	MANE Select	19	38899969	38908889	+
GeneID:4794	ENSG00000146232.17	HGNC:7799	NFKBIE	NFKB inhibitor epsilon	NM_004556.3	NP_004547.3	ENST00000619360.6	ENSP00000480216.1	MANE Select	6	44258166	44265551	-
GeneID:4795	ENSG00000204498.11	HGNC:7800	NFKBIL1	NFKB inhibitor like 1	NM_005007.4	NP_004998.3	ENST00000376148.9	ENSP00000365318.4	MANE Select	6	31547608	31558829	+
GeneID:4796	ENSG00000160949.18	HGNC:7801	TONSL	tonsoku like, DNA repair protein	NM_013432.5	NP_038460.4	ENST00000409379.8	ENSP00000386239.3	MANE Select	8	144428775	144444440	-
GeneID:4798	ENSG00000170322.15	HGNC:7802	NFRKB	nuclear factor related to kappaB binding protein	NM_001143835.2	NP_001137307.1	ENST00000682444.1	ENSP00000506850.1	MANE Select	11	129863636	129895578	-
GeneID:4799	ENSG00000086102.19	HGNC:7803	NFX1	nuclear transcription factor, X-box binding 1	NM_002504.6	NP_002495.2	ENST00000379540.8	ENSP00000368856.3	MANE Select	9	33290516	33371157	+
GeneID:4800	ENSG00000001167.15	HGNC:7804	NFYA	nuclear transcription factor Y subunit alpha	NM_002505.5	NP_002496.1	ENST00000341376.11	ENSP00000345702.6	MANE Select	6	41072974	41102403	+
GeneID:4801	ENSG00000120837.8	HGNC:7805	NFYB	nuclear transcription factor Y subunit beta	NM_006166.4	NP_006157.1	ENST00000240055.8	ENSP00000240055.3	MANE Select	12	104117086	104138210	-
GeneID:4802	ENSG00000066136.21	HGNC:7806	NFYC	nuclear transcription factor Y subunit gamma	NM_014223.5	NP_055038.2	ENST00000447388.8	ENSP00000404427.3	MANE Select	1	40691704	40771603	+
GeneID:4803	ENSG00000134259.6	HGNC:7808	NGF	nerve growth factor	NM_002506.3	NP_002497.2	ENST00000369512.3	ENSP00000358525.2	MANE Select	1	115285917	115338249	-
GeneID:4804	ENSG00000064300.9	HGNC:7809	NGFR	nerve growth factor receptor	NM_002507.4	NP_002498.1	ENST00000172229.8	ENSP00000172229.3	MANE Select	17	49495293	49515008	+
GeneID:4807	ENSG00000171786.6	HGNC:7817	NHLH1	nescient helix-loop-helix 1	NM_005598.4	NP_005589.1	ENST00000302101.6	ENSP00000302189.5	MANE Select	1	160367071	160372846	+
GeneID:4808	ENSG00000177551.5	HGNC:7818	NHLH2	nescient helix-loop-helix 2	NM_005599.3	NP_005590.1	ENST00000320238.3	ENSP00000322087.3	MANE Select	1	115836377	115841126	-
GeneID:4809	ENSG00000100138.15	HGNC:7819	SNU13	small nuclear ribonucleoprotein 13	NM_001003796.2	NP_001003796.1	ENST00000401959.6	ENSP00000383949.1	MANE Select	22	41673933	41688867	-
GeneID:4810	ENSG00000188158.17	HGNC:7820	NHS	NHS actin remodeling regulator	NM_001291867.2	NP_001278796.1	ENST00000676302.1	ENSP00000502262.1	MANE Select	X	17375200	17735994	+
GeneID:4811	ENSG00000116962.15	HGNC:7821	NID1	nidogen 1	NM_002508.3	NP_002499.2	ENST00000264187.7	ENSP00000264187.6	MANE Select	1	235975830	236065090	-
GeneID:4814	ENSG00000131669.10	HGNC:7824	NINJ1	ninjurin 1	NM_004148.4	NP_004139.2	ENST00000375446.5	ENSP00000364595.4	MANE Select	9	93121496	93134251	-
GeneID:4815	ENSG00000171840.13	HGNC:7825	NINJ2	ninjurin 2	NM_016533.6	NP_057617.3	ENST00000305108.10	ENSP00000307552.5	MANE Select	12	564296	663445	-
GeneID:4817	ENSG00000158793.14	HGNC:7828	NIT1	nitrilase 1	NM_005600.3	NP_005591.1	ENST00000368009.7	ENSP00000356988.2	MANE Select	1	161118105	161121194	+
GeneID:4818	ENSG00000105374.10	HGNC:7830	NKG7	natural killer cell granule protein 7	NM_005601.4	NP_005592.1	ENST00000221978.10	ENSP00000221978.4	MANE Select	19	51371620	51372654	-
GeneID:4820	ENSG00000114857.19	HGNC:7833	NKTR	natural killer cell triggering receptor	NM_005385.4	NP_005376.2	ENST00000232978.13	ENSP00000232978.8	MANE Select	3	42600686	42648735	+
GeneID:4821	ENSG00000125820.6	HGNC:7835	NKX2-2	NK2 homeobox 2	NM_002509.4	NP_002500.1	ENST00000377142.5	ENSP00000366347.4	MANE Select	20	21511017	21514064	-
GeneID:4824	ENSG00000167034.10	HGNC:7838	NKX3-1	NK3 homeobox 1	NM_006167.4	NP_006158.2	ENST00000380871.5	ENSP00000370253.4	MANE Select	8	23678697	23682938	-
GeneID:4825	ENSG00000163623.10	HGNC:7839	NKX6-1	NK6 homeobox 1	NM_006168.3	NP_006159.2	ENST00000295886.5	ENSP00000295886.3	MANE Select	4	84491985	84499292	-
GeneID:4826	ENSG00000053438.11	HGNC:7860	NNAT	neuronatin	NM_005386.4	NP_005377.1	ENST00000649451.1	ENSP00000497164.1	MANE Select	20	37521250	37523690	+
GeneID:4828	ENSG00000197696.10	HGNC:7842	NMB	neuromedin B	NM_021077.4	NP_066563.2	ENST00000360476.8	ENSP00000353664.3	MANE Select	15	84655132	84658199	-
GeneID:4829	ENSG00000135577.5	HGNC:7843	NMBR	neuromedin B receptor	NM_002511.4	NP_002502.2	ENST00000258042.2	ENSP00000258042.1	MANE Select	6	142074484	142147122	-
GeneID:4830	ENSG00000239672.8	HGNC:7849	NME1	NME/NM23 nucleoside diphosphate kinase 1	NM_000269.3	NP_000260.1	ENST00000393196.8	ENSP00000376892.3	MANE Select	17	51153559	51162168	+
GeneID:4831	ENSG00000243678.12	HGNC:7850	NME2	NME/NM23 nucleoside diphosphate kinase 2	NM_002512.4	NP_002503.1	ENST00000512737.6	ENSP00000421064.1	MANE Select	17	51166411	51171744	+
GeneID:4832	ENSG00000103024.8	HGNC:7851	NME3	NME/NM23 nucleoside diphosphate kinase 3	NM_002513.3	NP_002504.2	ENST00000219302.8	ENSP00000219302.3	MANE Select	16	1770320	1771543	-
GeneID:4833	ENSG00000103202.13	HGNC:7852	NME4	NME/NM23 nucleoside diphosphate kinase 4	NM_005009.3	NP_005000.1	ENST00000219479.7	ENSP00000219479.2	MANE Select	16	397199	400754	+
GeneID:4835	ENSG00000124588.22	HGNC:7856	NQO2	N-ribosyldihydronicotinamide:quinone reductase 2	NM_000904.6	NP_000895.2	ENST00000380455.11	ENSP00000369822.4	MANE Select	6	2999894	3019755	+
GeneID:4836	ENSG00000136448.13	HGNC:7857	NMT1	N-myristoyltransferase 1	NM_021079.5	NP_066565.1	ENST00000258960.7	ENSP00000258960.2	MANE Select	17	45061317	45109016	+
GeneID:4837	ENSG00000166741.8	HGNC:7861	NNMT	nicotinamide N-methyltransferase	NM_006169.3	NP_006160.1	ENST00000299964.4	ENSP00000299964.3	MANE Select	11	114296399	114313536	+
GeneID:4838	ENSG00000156574.10	HGNC:7865	NODAL	nodal growth differentiation factor	NM_018055.5	NP_060525.3	ENST00000287139.8	ENSP00000287139.3	MANE Select	10	70431936	70441681	-
GeneID:4839	ENSG00000111641.12	HGNC:7867	NOP2	NOP2 nucleolar protein	NM_001258308.2	NP_001245237.1	ENST00000322166.10	ENSP00000313272.6	MANE Select	12	6556871	6568291	-
GeneID:4841	ENSG00000147140.17	HGNC:7871	NONO	non-POU domain containing octamer binding	NM_007363.5	NP_031389.3	ENST00000276079.13	ENSP00000276079.8	MANE Select	X	71283635	71301168	+
GeneID:4842	ENSG00000089250.20	HGNC:7872	NOS1	nitric oxide synthase 1	NM_000620.5	NP_000611.1	ENST00000317775.11	ENSP00000320758.6	MANE Select	12	117208142	117361626	-
GeneID:4843	ENSG00000007171.18	HGNC:7873	NOS2	nitric oxide synthase 2	NM_000625.4	NP_000616.3	ENST00000313735.11	ENSP00000327251.6	MANE Select	17	27756766	27800529	-
GeneID:4846	ENSG00000164867.11	HGNC:7876	NOS3	nitric oxide synthase 3	NM_000603.5	NP_000594.2	ENST00000297494.8	ENSP00000297494.3	MANE Select	7	150991017	151014588	+
GeneID:4848	ENSG00000111596.14	HGNC:7878	CNOT2	CCR4-NOT transcription complex subunit 2	NM_014515.7	NP_055330.1	ENST00000229195.8	ENSP00000229195.3	MANE Select	12	70243433	70354993	+
GeneID:4849	ENSG00000088038.19	HGNC:7879	CNOT3	CCR4-NOT transcription complex subunit 3	NM_014516.4	NP_055331.1	ENST00000221232.11	ENSP00000221232.5	MANE Select	19	54137762	54155681	+
GeneID:4850	ENSG00000080802.20	HGNC:7880	CNOT4	CCR4-NOT transcription complex subunit 4	NM_001190850.2	NP_001177779.1	ENST00000541284.6	ENSP00000445508.1	MANE Select	7	135361795	135510102	-
GeneID:4851	ENSG00000148400.13	HGNC:7881	NOTCH1	notch receptor 1	NM_017617.5	NP_060087.3	ENST00000651671.1	ENSP00000498587.1	MANE Select	9	136494433	136546048	-
GeneID:4852	ENSG00000122585.8	HGNC:7955	NPY	neuropeptide Y	NM_000905.4	NP_000896.1	ENST00000242152.7	ENSP00000242152.2	MANE Select	7	24284190	24291862	+
GeneID:4853	ENSG00000134250.21	HGNC:7882	NOTCH2	notch receptor 2	NM_024408.4	NP_077719.2	ENST00000256646.7	ENSP00000256646.2	MANE Select	1	119911553	120069662	-
GeneID:4854	ENSG00000074181.9	HGNC:7883	NOTCH3	notch receptor 3	NM_000435.3	NP_000426.2	ENST00000263388.7	ENSP00000263388.1	MANE Select	19	15159038	15200995	-
GeneID:4855	ENSG00000204301.6	HGNC:7884	NOTCH4	notch receptor 4	NM_004557.4	NP_004548.3	ENST00000375023.3	ENSP00000364163.3	MANE Select	6	32194843	32224067	-
GeneID:4856	ENSG00000136999.5	HGNC:7885	CCN3	cellular communication network factor 3	NM_002514.4	NP_002505.1	ENST00000259526.4	ENSP00000259526.3	MANE Select	8	119416446	119424434	+
GeneID:4857	ENSG00000139910.20	HGNC:7886	NOVA1	NOVA alternative splicing regulator 1	NM_002515.3	NP_002506.2	ENST00000539517.7	ENSP00000438875.2	MANE Select	14	26443090	26598033	-
GeneID:4858	ENSG00000104967.8	HGNC:7887	NOVA2	NOVA alternative splicing regulator 2	NM_002516.4	NP_002507.1	ENST00000263257.6	ENSP00000263257.4	MANE Select	19	45933734	45973865	-
GeneID:4860	ENSG00000198805.12	HGNC:7892	PNP	purine nucleoside phosphorylase	NM_000270.4	NP_000261.2	ENST00000361505.10	ENSP00000354532.6	MANE Select	14	20469406	20477089	+
GeneID:4861	ENSG00000130751.10	HGNC:7894	NPAS1	neuronal PAS domain protein 1	NM_002517.4	NP_002508.2	ENST00000602212.6	ENSP00000469142.1	MANE Select	19	47019837	47045775	+
GeneID:4862	ENSG00000170485.17	HGNC:7895	NPAS2	neuronal PAS domain protein 2	NM_002518.4	NP_002509.2	ENST00000335681.10	ENSP00000338283.5	MANE Select	2	100820139	100996829	+
GeneID:4863	ENSG00000149308.17	HGNC:7896	NPAT	nuclear protein, coactivator of histone transcription	NM_002519.3	NP_002510.2	ENST00000278612.9	ENSP00000278612.8	MANE Select	11	108157215	108222638	-
GeneID:4864	ENSG00000141458.13	HGNC:7897	NPC1	NPC intracellular cholesterol transporter 1	NM_000271.5	NP_000262.2	ENST00000269228.10	ENSP00000269228.4	MANE Select	18	23531442	23586506	-
GeneID:4867	ENSG00000144061.14	HGNC:7905	NPHP1	nephrocystin 1	NM_001128178.3	NP_001121650.1	ENST00000445609.7	ENSP00000389879.3	MANE Select	2	110123348	110205013	-
GeneID:4868	ENSG00000161270.20	HGNC:7908	NPHS1	NPHS1 adhesion molecule, nephrin	NM_004646.4	NP_004637.1	ENST00000378910.10	ENSP00000368190.4	MANE Select	19	35825372	35852504	-
GeneID:4869	ENSG00000181163.14	HGNC:7910	NPM1	nucleophosmin 1	NM_002520.7	NP_002511.1	ENST00000296930.10	ENSP00000296930.5	MANE Select	5	171387849	171410900	+
GeneID:4878	ENSG00000175206.11	HGNC:7939	NPPA	natriuretic peptide A	NM_006172.4	NP_006163.1	ENST00000376480.7	ENSP00000365663.3	MANE Select	1	11845709	11847783	-
GeneID:4879	ENSG00000120937.9	HGNC:7940	NPPB	natriuretic peptide B	NM_002521.3	NP_002512.1	ENST00000376468.4	ENSP00000365651.3	MANE Select	1	11857464	11858945	-
GeneID:4880	ENSG00000163273.4	HGNC:7941	NPPC	natriuretic peptide C	NM_024409.4	NP_077720.1	ENST00000409852.2	ENSP00000387159.1	MANE Select	2	231921809	231926396	-
GeneID:4881	ENSG00000169418.10	HGNC:7943	NPR1	natriuretic peptide receptor 1	NM_000906.4	NP_000897.3	ENST00000368680.4	ENSP00000357669.3	MANE Select	1	153678688	153693992	+
GeneID:4882	ENSG00000159899.16	HGNC:7944	NPR2	natriuretic peptide receptor 2	NM_003995.4	NP_003986.2	ENST00000342694.7	ENSP00000341083.2	MANE Select	9	35791591	35809731	+
GeneID:4883	ENSG00000113389.16	HGNC:7945	NPR3	natriuretic peptide receptor 3	NM_001204375.2	NP_001191304.1	ENST00000265074.13	ENSP00000265074.8	MANE Select	5	32711321	32791720	+
GeneID:4884	ENSG00000171246.6	HGNC:7952	NPTX1	neuronal pentraxin 1	NM_002522.4	NP_002513.2	ENST00000306773.5	ENSP00000307549.4	MANE Select	17	80466834	80476607	-
GeneID:4885	ENSG00000106236.4	HGNC:7953	NPTX2	neuronal pentraxin 2	NM_002523.3	NP_002514.1	ENST00000265634.4	ENSP00000265634.3	MANE Select	7	98617285	98629869	+
GeneID:4886	ENSG00000164128.7	HGNC:7956	NPY1R	neuropeptide Y receptor Y1	NM_000909.6	NP_000900.1	ENST00000296533.3	ENSP00000354652.2	MANE Select	4	163323962	163332596	-
GeneID:4887	ENSG00000185149.6	HGNC:7957	NPY2R	neuropeptide Y receptor Y2	NM_000910.4	NP_000901.1	ENST00000329476.4	ENSP00000332591.3	MANE Select	4	155208636	155217076	+
GeneID:4889	ENSG00000164129.12	HGNC:7958	NPY5R	neuropeptide Y receptor Y5	NM_006174.4	NP_006165.1	ENST00000338566.8	ENSP00000339377.3	MANE Select	4	163343892	163351934	+
GeneID:4891	ENSG00000110911.17	HGNC:10908	SLC11A2	solute carrier family 11 member 2	NM_000617.3	NP_000608.1	ENST00000262052.9	ENSP00000262052.5	MANE Select	12	50985992	51026384	-
GeneID:4892	ENSG00000197893.14	HGNC:7988	NRAP	nebulin related anchoring protein	NM_198060.4	NP_932326.2	ENST00000359988.4	ENSP00000353078.3	MANE Select	10	113588714	113664041	-
GeneID:4893	ENSG00000213281.5	HGNC:7989	NRAS	NRAS proto-oncogene, GTPase	NM_002524.5	NP_002515.1	ENST00000369535.5	ENSP00000358548.4	MANE Select	1	114704469	114716771	-
GeneID:4897	ENSG00000091129.22	HGNC:7994	NRCAM	neuronal cell adhesion molecule	NM_001037132.4	NP_001032209.1	ENST00000379028.8	ENSP00000368314.3	MANE Select	7	108147649	108456436	-
GeneID:4898	ENSG00000078618.23	HGNC:7995	NRDC	nardilysin convertase	NM_001101662.2	NP_001095132.1	ENST00000352171.12	ENSP00000262679.8	MANE Select	1	51789210	51878727	-
GeneID:4899	ENSG00000106459.15	HGNC:7996	NRF1	nuclear respiratory factor 1	NM_005011.5	NP_005002.3	ENST00000393232.6	ENSP00000376924.1	MANE Select	7	129611720	129757076	+
GeneID:4900	ENSG00000154146.13	HGNC:8000	NRGN	neurogranin	NM_006176.3	NP_006167.1	ENST00000284292.11	ENSP00000284292.5	MANE Select	11	124739942	124747210	+
GeneID:4901	ENSG00000129535.13	HGNC:8002	NRL	neural retina leucine zipper	NM_001354768.3	NP_001341697.1	ENST00000561028.6	ENSP00000454062.2	MANE Select	14	24078662	24114949	-
GeneID:4902	ENSG00000171119.3	HGNC:8007	NRTN	neurturin	NM_004558.5	NP_004549.1	ENST00000303212.3	ENSP00000302648.1	MANE Select	19	5805067	5828324	+
GeneID:4904	ENSG00000065978.19	HGNC:8014	YBX1	Y-box binding protein 1	NM_004559.5	NP_004550.2	ENST00000321358.12	ENSP00000361626.3	MANE Select	1	42682418	42703805	+
GeneID:4905	ENSG00000073969.18	HGNC:8016	NSF	N-ethylmaleimide sensitive factor, vesicle fusing ATPase	NM_006178.4	NP_006169.2	ENST00000398238.8	ENSP00000381293.4	MANE Select	17	46590669	46757464	+
GeneID:4907	ENSG00000135318.12	HGNC:8021	NT5E	5'-nucleotidase ecto	NM_002526.4	NP_002517.1	ENST00000257770.8	ENSP00000257770.3	MANE Select	6	85450083	85495784	+
GeneID:4908	ENSG00000185652.12	HGNC:8023	NTF3	neurotrophin 3	NM_001102654.2	NP_001096124.1	ENST00000423158.4	ENSP00000397297.2	MANE Select	12	5432108	5495299	+
GeneID:4913	ENSG00000065057.9	HGNC:8028	NTHL1	nth like DNA glycosylase 1	NM_002528.7	NP_002519.2	ENST00000651570.2	ENSP00000498421.1	MANE Select	16	2039820	2047834	-
GeneID:4914	ENSG00000198400.13	HGNC:8031	NTRK1	neurotrophic receptor tyrosine kinase 1	NM_002529.4	NP_002520.2	ENST00000524377.7	ENSP00000431418.1	MANE Select	1	156860865	156881850	+
GeneID:4915	ENSG00000148053.18	HGNC:8032	NTRK2	neurotrophic receptor tyrosine kinase 2	NM_006180.6	NP_006171.2	ENST00000277120.8	ENSP00000277120.3	MANE Select	9	84669729	85027054	+
GeneID:4917	ENSG00000162068.2	HGNC:8030	NTN3	netrin 3	NM_006181.3	NP_006172.1	ENST00000293973.2	ENSP00000293973.1	MANE Select	16	2471297	2474145	+
GeneID:4919	ENSG00000185483.13	HGNC:10256	ROR1	receptor tyrosine kinase like orphan receptor 1	NM_005012.4	NP_005003.2	ENST00000371079.6	ENSP00000360120.1	MANE Select	1	63774017	64181498	+
GeneID:4920	ENSG00000169071.15	HGNC:10257	ROR2	receptor tyrosine kinase like orphan receptor 2	NM_004560.4	NP_004551.2	ENST00000375708.4	ENSP00000364860.3	MANE Select	9	91722601	91950228	-
GeneID:4921	ENSG00000162733.19	HGNC:2731	DDR2	discoidin domain receptor tyrosine kinase 2	NM_006182.4	NP_006173.2	ENST00000367921.8	ENSP00000356898.3	MANE Select	1	162632464	162787405	+
GeneID:4922	ENSG00000133636.11	HGNC:8038	NTS	neurotensin	NM_006183.5	NP_006174.1	ENST00000256010.7	ENSP00000256010.5	MANE Select	12	85874295	85882992	+
GeneID:4923	ENSG00000101188.5	HGNC:8039	NTSR1	neurotensin receptor 1	NM_002531.3	NP_002522.2	ENST00000370501.4	ENSP00000359532.3	MANE Select	20	62708836	62762771	+
GeneID:4924	ENSG00000104805.16	HGNC:8043	NUCB1	nucleobindin 1	NM_006184.6	NP_006175.2	ENST00000405315.9	ENSP00000385923.3	MANE Select	19	48900312	48923372	+
GeneID:4925	ENSG00000070081.18	HGNC:8044	NUCB2	nucleobindin 2	NM_005013.4	NP_005004.1	ENST00000529010.6	ENSP00000436455.1	MANE Select	11	17276739	17332211	+
GeneID:4926	ENSG00000137497.19	HGNC:8059	NUMA1	nuclear mitotic apparatus protein 1	NM_006185.4	NP_006176.2	ENST00000393695.8	ENSP00000377298.4	MANE Select	11	72002864	72080542	-
GeneID:4927	ENSG00000108559.12	HGNC:8067	NUP88	nucleoporin 88	NM_002532.6	NP_002523.2	ENST00000573584.6	ENSP00000458954.1	MANE Select	17	5384833	5419662	-
